Vuln_ID,Brand,ProdType,Category,Price,Ydif,Protocols,DataStorage,PersonalInfo,CommCap,AuthEncryption,CWE-ID1,CWE-ID2,Information Gathering,Social Engineering,State Attack,Function Abuse,Brute Force,Illegal Access,Data Manipulation,Injection
CVE-2018-20299,Bosch,Smart Camera,Smart Home,90,1,"TCPIP, MTP",Remote,No,"WiFi, SD Card",None,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-20305,D-Link,WiFi Router,Telecomm,90,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-20333,ASUS,WiFi Router,Telecomm,306,0,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-20334,ASUS,WiFi Router,Telecomm,16,0,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-20335,ASUS,WiFi Router,Telecomm,309,0,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-20336,ASUS,WiFi Router,Telecomm,309,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-20372,TP-Link,WiFi Router,Telecomm,309,5,"TCPIP, DSP",Local,No,"WiFi, Ethernet, DSL, Phone",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-20379,Technicolor,WiFi Router,Telecomm,179,2,"TCPIP, DSP",Local,No,"WiFi, Ethernet, Phone, Coaxial",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-20383,ARRIS,WiFi Router,Telecomm,179,5,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, Coaxial, WAN, DSL, USB",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-20386,ARRIS,WiFi Router,Telecomm,179,2,TCPIP,Local,No,"WiFi, Ethernet, Coaxial",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-20389,D-Link,WiFi Router,Telecomm,179,0,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, Phone, USB",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-20401,Zoomtel,WiFi Router,Telecomm,179,5,TCPIP,Local,No,"WiFi, Ethernet, Coaxial",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-20438,Technicolor,WiFi Router,Telecomm,51,9,"TCPIP, DSP",Local,No,"WiFi, Ethernet, Phone, Coaxial",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-20439,Technicolor,WiFi Router,Telecomm,51,2,"TCPIP, DSP",Local,No,"WiFi, Ethernet, Phone, Coaxial",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-20440,Technicolor,WiFi Router,Telecomm,51,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, Coaxial, USB",None,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-20441,Technicolor,WiFi Router,Telecomm,179,6,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, Phone, Coaxial, USB",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-20442,Technicolor,WiFi Router,Telecomm,179,9,"TCPIP, DSP",Local,No,"WiFi, Ethernet, Phone, Coaxial",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-20443,Technicolor,WiFi Router,Telecomm,179,6,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, Phone, Coaxial, USB",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-20444,Technicolor,WiFi Router,Telecomm,179,1,TCPIP,Local,No,"WiFi, Ethernet, Coaxial",None,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-20445,D-Link,WiFi Router,Telecomm,179,0,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, Phone, USB",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-20512,EPON,WiFi Router,Telecomm,179,2,TCPIP,Remote,Yes,"WiFi, Ethernet, Fiber, Coaxial",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-20675,D-Link,WiFi Router,Telecomm,179,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-20957,Tapplock,Smart Lock,Smart Home,179,0,GATT,Local,No,BLE,None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-21056,Samsung,Smart Watch,Wearable,179,0,"TCPIP, GATT, RF",Remote,Yes,"Bluetooth, NFC, MST",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21093,NETGEAR,WiFi Router,Telecomm,51,2,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, Phone",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21095,NETGEAR,WiFi Router,Telecomm,179,1,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21096,NETGEAR,WiFi Access Point,Telecomm,179,3,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-693,,1,1,1,1,1,1,1,0
CVE-2018-21097,NETGEAR,WiFi Access Point,Telecomm,51,3,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21098,NETGEAR,WiFi Router,Telecomm,51,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21099,NETGEAR,WiFi Router,Telecomm,51,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21100,NETGEAR,WiFi Router,Telecomm,798,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21101,NETGEAR,WiFi Router,Telecomm,798,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21103,NETGEAR,WiFi Router,Telecomm,51,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21104,NETGEAR,WiFi Router,Telecomm,67,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21105,NETGEAR,WiFi Router,Telecomm,67,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21106,NETGEAR,WiFi Router,Telecomm,67,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21107,NETGEAR,WiFi Router,Telecomm,67,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21108,NETGEAR,WiFi Router,Telecomm,238,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21109,NETGEAR,WiFi Router,Telecomm,238,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21110,NETGEAR,WiFi Router,Telecomm,238,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21111,NETGEAR,WiFi Router,Telecomm,238,3,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, WAN, DSL, USB",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21112,NETGEAR,WiFi Router,Telecomm,238,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21113,NETGEAR,WiFi Router,Telecomm,238,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21114,NETGEAR,WiFi Router,Telecomm,238,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21115,NETGEAR,WiFi Router,Telecomm,238,0,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21118,NETGEAR,WiFi Router,Telecomm,523,0,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-21119,NETGEAR,WiFi Access Point,Telecomm,359,1,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21120,NETGEAR,WiFi Access Point,Telecomm,359,3,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-693,,1,1,1,1,1,1,1,0
CVE-2018-21124,NETGEAR,WiFi Access Point,Telecomm,359,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-21125,NETGEAR,WiFi Access Point,Telecomm,359,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-21126,NETGEAR,WiFi Access Point,Telecomm,423,1,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21127,NETGEAR,WiFi Access Point,Telecomm,123,1,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21128,NETGEAR,WiFi Access Point,Telecomm,123,1,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-21129,NETGEAR,WiFi Access Point,Telecomm,116,1,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21130,NETGEAR,WiFi Access Point,Telecomm,226,1,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21132,NETGEAR,WiFi Access Point,Telecomm,119,1,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-21133,NETGEAR,WiFi Access Point,Telecomm,360,1,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21134,NETGEAR,WiFi Router,Telecomm,360,2,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, Phone",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21135,NETGEAR,WiFi Router,Telecomm,383,4,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21136,NETGEAR,WiFi Router,Telecomm,19,3,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, WAN, DSL, USB",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21137,NETGEAR,WiFi Router,Telecomm,19,3,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, WAN, DSL, USB",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-21139,NETGEAR,WiFi Router,Telecomm,251,1,"TCPIP, DSP, MTP",Local,No,"WiFi, DSL, Ethernet, USB, Phone",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21140,NETGEAR,WiFi Router,Telecomm,251,3,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, WAN, DSL, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21141,NETGEAR,WiFi Router,Telecomm,750,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21143,NETGEAR,Switch,Telecomm,4212,0,TCPIP,Local,No,Ethernet,None,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21144,NETGEAR,WiFi Router,Telecomm,94,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21145,NETGEAR,WiFi Router,Telecomm,77,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21146,NETGEAR,WiFi Router,Telecomm,74,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21147,NETGEAR,WiFi Router,Telecomm,27,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21148,NETGEAR,WiFi Router,Telecomm,46,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21149,NETGEAR,WiFi Router,Telecomm,46,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21150,NETGEAR,WiFi Router,Telecomm,32,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21151,NETGEAR,WiFi Router,Telecomm,1288,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21152,NETGEAR,WiFi Router,Telecomm,37,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21153,NETGEAR,WiFi Router,Telecomm,37,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21154,NETGEAR,WiFi Router,Telecomm,16,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21155,NETGEAR,WiFi Router,Telecomm,16,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21156,NETGEAR,WiFi Router,Telecomm,16,2,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, Phone",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21157,NETGEAR,WiFi Router,Telecomm,20,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21162,NETGEAR,WiFi Router,Telecomm,35,4,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21163,NETGEAR,WiFi Extender,Telecomm,926,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, USB",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21164,NETGEAR,WiFi Router,Telecomm,926,0,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21167,NETGEAR,WiFi Router,Telecomm,62,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21168,NETGEAR,WiFi Router,Telecomm,62,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21170,NETGEAR,WiFi Router,Telecomm,62,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21171,NETGEAR,WiFi Router,Telecomm,22,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21172,NETGEAR,WiFi Router,Telecomm,74,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21173,NETGEAR,WiFi Router,Telecomm,74,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21174,NETGEAR,WiFi Router,Telecomm,63,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21175,NETGEAR,WiFi Router,Telecomm,48,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21176,NETGEAR,WiFi Router,Telecomm,48,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21177,NETGEAR,WiFi Router,Telecomm,62,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21178,NETGEAR,WiFi Router,Telecomm,619,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21179,NETGEAR,WiFi Router,Telecomm,231,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21180,NETGEAR,WiFi Router,Telecomm,36,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21181,NETGEAR,WiFi Router,Telecomm,16,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21182,NETGEAR,WiFi Router,Telecomm,86,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21183,NETGEAR,WiFi Router,Telecomm,322,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21184,NETGEAR,WiFi Router,Telecomm,322,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21185,NETGEAR,WiFi Router,Telecomm,322,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21186,NETGEAR,WiFi Router,Telecomm,322,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21187,NETGEAR,WiFi Router,Telecomm,1034,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21188,NETGEAR,WiFi Router,Telecomm,1034,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21189,NETGEAR,WiFi Router,Telecomm,53,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21190,NETGEAR,WiFi Router,Telecomm,449,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21191,NETGEAR,WiFi Router,Telecomm,32,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21192,NETGEAR,WiFi Router,Telecomm,32,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21193,NETGEAR,WiFi Router,Telecomm,316,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21194,NETGEAR,WiFi Router,Telecomm,100,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21195,NETGEAR,WiFi Router,Telecomm,99,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21196,NETGEAR,WiFi Router,Telecomm,99,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21197,NETGEAR,WiFi Router,Telecomm,99,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21198,NETGEAR,WiFi Router,Telecomm,99,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21199,NETGEAR,WiFi Router,Telecomm,409,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21200,NETGEAR,WiFi Router,Telecomm,20,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21201,NETGEAR,WiFi Router,Telecomm,148,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21202,NETGEAR,WiFi Router,Telecomm,85,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21203,NETGEAR,WiFi Router,Telecomm,85,5,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21204,NETGEAR,WiFi Router,Telecomm,46,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21205,NETGEAR,WiFi Router,Telecomm,46,5,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21206,NETGEAR,WiFi Router,Telecomm,24,5,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21207,NETGEAR,WiFi Router,Telecomm,252,5,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21208,NETGEAR,WiFi Router,Telecomm,252,5,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB,",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21209,NETGEAR,WiFi Router,Telecomm,252,5,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-21210,NETGEAR,WiFi Router,Telecomm,28,5,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21211,NETGEAR,WiFi Router,Telecomm,28,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB, eSATA",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21212,NETGEAR,WiFi Router,Telecomm,28,5,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21213,NETGEAR,WiFi Router,Telecomm,53,5,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21214,NETGEAR,WiFi Router,Telecomm,40,5,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21215,NETGEAR,WiFi Router,Telecomm,40,3,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21216,NETGEAR,WiFi Router,Telecomm,199,3,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21217,NETGEAR,WiFi Router,Telecomm,50,3,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21218,NETGEAR,WiFi Router,Telecomm,386,3,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21219,NETGEAR,WiFi Router,Telecomm,386,3,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21220,NETGEAR,WiFi Router,Telecomm,25,3,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21221,NETGEAR,WiFi Router,Telecomm,99,3,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21222,NETGEAR,WiFi Router,Telecomm,80,3,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-21223,NETGEAR,WiFi Router,Telecomm,311,3,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, USB,",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
